15,Otorrinolaringología,12/01/2022,1
1,Cardiología,13/01/2022,16
2,Pediatría,13/01/2022,20
3,Ginecología,13/01/2022,28
4,Traumatología,13/01/2022,21
5,Psicología,13/01/2022,6
6,Dermatología,13/01/2022,0
7,Fonoaudiología,13/01/2022,19
8,Gastroenterología,13/01/2022,10
9,Medicina General,13/01/2022,23
10,Neurología,13/01/2022,20
11,Nefrología,13/01/2022,21
12,Neumología,13/01/2022,0
13,Odontología,13/01/2022,14
14,Oftalmología,13/01/2022,23
15,Otorrinolaringología,13/01/2022,4
1,Cardiología,14/01/2022,3
2,Pediatría,14/01/2022,26
3,Ginecología,14/01/2022,4
4,Traumatología,14/01/2022,28
5,Psicología,14/01/2022,18
6,Dermatología,14/01/2022,11
7,Fonoaudiología,14/01/2022,18
8,Gastroenterología,14/01/2022,24
9,Medicina General,14/01/2022,26
10,Neurología,14/01/2022,12
11,Nefrología,14/01/2022,21
12,Neumología,14/01/2022,27
13,Odontología,14/01/2022,23
14,Oftalmología,14/01/2022,18
15,Otorrinolaringología,14/01/2022,21
1,Cardiología,15/01/2022,20
2,Pediatría,15/01/2022,8
3,Ginecología,15/01/2022,1
4,Traumatología,15/01/2022,22
5,Psicología,15/01/2022,23
6,Dermatología,15/01/2022,18
7,Fonoaudiología,15/01/2022,22
8,Gastroenterología,15/01/2022,5
9,Medicina General,15/01/2022,11
10,Neurología,15/01/2022,26
11,Nefrología,15/01/2022,15
12,Neumología,15/01/2022,24
13,Odontología,15/01/2022,5
14,Oftalmología,15/01/2022,29
15,Otorrinolaringología,15/01/2022,4
1,Cardiología,16/01/2022,24
2,Pediatría,16/01/2022,28
3,Ginecología,16/01/2022,18
4,Traumatología,16/01/2022,29
5,Psicología,16/01/2022,3
6,Dermatología,16/01/2022,25
7,Fonoaudiología,16/01/2022,26
8,Gastroenterología,16/01/2022,5
9,Medicina General,16/01/2022,14
10,Neurología,16/01/2022,0
11,Nefrología,16/01/2022,3
12,Neumología,16/01/2022,10
13,Odontología,16/01/2022,6
14,Oftalmología,16/01/2022,4
15,Otorrinolaringología,16/01/2022,25
1,Cardiología,17/01/2022,5
2,Pediatría,17/01/2022,5
3,Ginecología,17/01/2022,24
4,Traumatología,17/01/2022,16
5,Psicología,17/01/2022,15
6,Dermatología,17/01/2022,8
7,Fonoaudiología,17/01/2022,8
8,Gastroenterología,17/01/2022,17
9,Medicina General,17/01/2022,6
10,Neurología,17/01/2022,4
11,Nefrología,17/01/2022,6
12,Neumología,17/01/2022,22
13,Odontología,17/01/2022,12
14,Oftalmología,17/01/2022,28
15,Otorrinolaringología,17/01/2022,22
1,Cardiología,18/01/2022,4
2,Pediatría,18/01/2022,28
3,Ginecología,18/01/2022,27
4,Traumatología,18/01/2022,5
5,Psicología,18/01/2022,8
6,Dermatología,18/01/2022,0
7,Fonoaudiología,18/01/2022,8
8,Gastroenterología,18/01/2022,21
9,Medicina General,18/01/2022,24
10,Neurología,18/01/2022,23
11,Nefrología,18/01/2022,25
12,Neumología,18/01/2022,0
13,Odontología,18/01/2022,9
14,Oftalmología,18/01/2022,6
15,Otorrinolaringología,18/01/2022,14
1,Cardiología,19/01/2022,26
2,Pediatría,19/01/2022,4
3,Ginecología,19/01/2022,17
4,Traumatología,19/01/2022,10
5,Psicología,19/01/2022,4
6,Dermatología,19/01/2022,18
7,Fonoaudiología,19/01/2022,21
8,Gastroenterología,19/01/2022,0
9,Medicina General,19/01/2022,11
10,Neurología,19/01/2022,3
11,Nefrología,19/01/2022,14
12,Neumología,19/01/2022,28
13,Odontología,19/01/2022,26
14,Oftalmología,19/01/2022,20
15,Otorrinolaringología,19/01/2022,3
1,Cardiología,20/01/2022,16
2,Pediatría,20/01/2022,6
3,Ginecología,20/01/2022,27
4,Traumatología,20/01/2022,20
5,Psicología,20/01/2022,7
6,Dermatología,20/01/2022,16
7,Fonoaudiología,20/01/2022,23
8,Gastroenterología,20/01/2022,29
9,Medicina General,20/01/2022,18
10,Neurología,20/01/2022,15
11,Nefrología,20/01/2022,28
12,Neumología,20/01/2022,22
13,Odontología,20/01/2022,28
14,Oftalmología,20/01/2022,4
15,Otorrinolaringología,20/01/2022,16
1,Cardiología,21/01/2022,28
2,Pediatría,21/01/2022,30
3,Ginecología,21/01/2022,17
4,Traumatología,21/01/2022,28
5,Psicología,21/01/2022,8
6,Dermatología,21/01/2022,9
7,Fonoaudiología,21/01/2022,1
8,Gastroenterología,21/01/2022,3
9,Medicina General,21/01/2022,4
10,Neurología,21/01/2022,27
11,Nefrología,21/01/2022,16
12,Neumología,21/01/2022,23
13,Odontología,21/01/2022,11
14,Oftalmología,21/01/2022,22
15,Otorrinolaringología,21/01/2022,13
1,Cardiología,22/01/2022,12
2,Pediatría,22/01/2022,16
3,Ginecología,22/01/2022,19
4,Traumatología,22/01/2022,5
5,Psicología,22/01/2022,10
6,Dermatología,22/01/2022,18
7,Fonoaudiología,22/01/2022,20
8,Gastroenterología,22/01/2022,4
9,Medicina General,22/01/2022,8
10,Neurología,22/01/2022,18
11,Nefrología,22/01/2022,3
12,Neumología,22/01/2022,13
13,Odontología,22/01/2022,3
14,Oftalmología,22/01/2022,19
15,Otorrinolaringología,22/01/2022,10
1,Cardiología,23/01/2022,18
2,Pediatría,23/01/2022,4
3,Ginecología,23/01/2022,23
4,Traumatología,23/01/2022,23
5,Psicología,23/01/2022,29
6,Dermatología,23/01/2022,30
7,Fonoaudiología,23/01/2022,14
8,Gastroenterología,23/01/2022,16
9,Medicina General,23/01/2022,4
10,Neurología,23/01/2022,19
11,Nefrología,23/01/2022,1
12,Neumología,23/01/2022,10
13,Odontología,23/01/2022,1
14,Oftalmología,23/01/2022,18
15,Otorrinolaringología,23/01/2022,23
1,Cardiología,24/01/2022,1
2,Pediatría,24/01/2022,26
3,Ginecología,24/01/2022,18
4,Traumatología,24/01/2022,16
5,Psicología,24/01/2022,23
6,Dermatología,24/01/2022,12
7,Fonoaudiología,24/01/2022,13
8,Gastroenterología,24/01/2022,8
9,Medicina General,24/01/2022,5
10,Neurología,24/01/2022,18
11,Nefrología,24/01/2022,21
12,Neumología,24/01/2022,2
13,Odontología,24/01/2022,1
14,Oftalmología,24/01/2022,29
15,Otorrinolaringología,24/01/2022,0
1,Cardiología,25/01/2022,2
2,Pediatría,25/01/2022,19
3,Ginecología,25/01/2022,2
4,Traumatología,25/01/2022,15
5,Psicología,25/01/2022,4
6,Dermatología,25/01/2022,21
7,Fonoaudiología,25/01/2022,16
8,Gastroenterología,25/01/2022,20
9,Medicina General,25/01/2022,2
10,Neurología,25/01/2022,0
11,Nefrología,25/01/2022,18
12,Neumología,25/01/2022,11
13,Odontología,25/01/2022,7
14,Oftalmología,25/01/2022,11
15,Otorrinolaringología,25/01/2022,9
1,Cardiología,26/01/2022,3
2,Pediatría,26/01/2022,9
3,Ginecología,26/01/2022,21
4,Traumatología,26/01/2022,30
5,Psicología,26/01/2022,16
6,Dermatología,26/01/2022,1
7,Fonoaudiología,26/01/2022,28
8,Gastroenterología,26/01/2022,27
9,Medicina General,26/01/2022,22
10,Neurología,26/01/2022,13
11,Nefrología,26/01/2022,21
12,Neumología,26/01/2022,28
13,Odontología,26/01/2022,15
14,Oftalmología,26/01/2022,4
15,Otorrinolaringología,26/01/2022,9
1,Cardiología,27/01/2022,19
2,Pediatría,27/01/2022,26
3,Ginecología,27/01/2022,10
4,Traumatología,27/01/2022,23
5,Psicología,27/01/2022,30
6,Dermatología,27/01/2022,18
7,Fonoaudiología,27/01/2022,5
8,Gastroenterología,27/01/2022,5
9,Medicina General,27/01/2022,4
10,Neurología,27/01/2022,1
11,Nefrología,27/01/2022,23
12,Neumología,27/01/2022,2
13,Odontología,27/01/2022,30
14,Oftalmología,27/01/2022,12
15,Otorrinolaringología,27/01/2022,17
1,Cardiología,28/01/2022,27
2,Pediatría,28/01/2022,9
3,Ginecología,28/01/2022,9
4,Traumatología,28/01/2022,9
5,Psicología,28/01/2022,19
6,Dermatología,28/01/2022,10
7,Fonoaudiología,28/01/2022,11
8,Gastroenterología,28/01/2022,25
9,Medicina General,28/01/2022,27
10,Neurología,28/01/2022,19
11,Nefrología,28/01/2022,13
12,Neumología,28/01/2022,4
13,Odontología,28/01/2022,19
14,Oftalmología,28/01/2022,9
15,Otorrinolaringología,28/01/2022,16
1,Cardiología,29/01/2022,28
2,Pediatría,29/01/2022,1
3,Ginecología,29/01/2022,16
4,Traumatología,29/01/2022,9
5,Psicología,29/01/2022,2
6,Dermatología,29/01/2022,23
7,Fonoaudiología,29/01/2022,1
8,Gastroenterología,29/01/2022,22
9,Medicina General,29/01/2022,23
10,Neurología,29/01/2022,29
11,Nefrología,29/01/2022,8
12,Neumología,29/01/2022,5
13,Odontología,29/01/2022,27
14,Oftalmología,29/01/2022,11
15,Otorrinolaringología,29/01/2022,22
1,Cardiología,30/01/2022,0
2,Pediatría,30/01/2022,27
3,Ginecología,30/01/2022,30
4,Traumatología,30/01/2022,16
5,Psicología,30/01/2022,26
6,Dermatología,30/01/2022,7
7,Fonoaudiología,30/01/2022,19
8,Gastroenterología,30/01/2022,26
9,Medicina General,30/01/2022,21
10,Neurología,30/01/2022,17
11,Nefrología,30/01/2022,11
12,Neumología,30/01/2022,18
13,Odontología,30/01/2022,26
14,Oftalmología,30/01/2022,1
15,Otorrinolaringología,30/01/2022,8
1,Cardiología,01/02/2022,11
2,Pediatría,01/02/2022,17
3,Ginecología,01/02/2022,6
4,Traumatología,01/02/2022,12
5,Psicología,01/02/2022,11
6,Dermatología,01/02/2022,11
7,Fonoaudiología,01/02/2022,1
8,Gastroenterología,01/02/2022,30
9,Medicina General,01/02/2022,5
10,Neurología,01/02/2022,12
11,Nefrología,01/02/2022,29
12,Neumología,01/02/2022,12
13,Odontología,01/02/2022,29
14,Oftalmología,01/02/2022,19
15,Otorrinolaringología,01/02/2022,7
1,Cardiología,02/02/2022,29
2,Pediatría,02/02/2022,15
3,Ginecología,02/02/2022,23
4,Traumatología,02/02/2022,17
5,Psicología,02/02/2022,28
6,Dermatología,02/02/2022,21
7,Fonoaudiología,02/02/2022,19
8,Gastroenterología,02/02/2022,5
9,Medicina General,02/02/2022,5
10,Neurología,02/02/2022,22
11,Nefrología,02/02/2022,0
12,Neumología,02/02/2022,24
13,Odontología,02/02/2022,15
14,Oftalmología,02/02/2022,5
15,Otorrinolaringología,02/02/2022,29
1,Cardiología,03/02/2022,15
2,Pediatría,03/02/2022,20
3,Ginecología,03/02/2022,3
4,Traumatología,03/02/2022,13
5,Psicología,03/02/2022,30
6,Dermatología,03/02/2022,4
7,Fonoaudiología,03/02/2022,8
8,Gastroenterología,03/02/2022,3
9,Medicina General,03/02/2022,6
10,Neurología,03/02/2022,9
11,Nefrología,03/02/2022,3
12,Neumología,03/02/2022,6
13,Odontología,03/02/2022,14
14,Oftalmología,03/02/2022,24
15,Otorrinolaringología,03/02/2022,27
1,Cardiología,04/02/2022,28
2,Pediatría,04/02/2022,24
3,Ginecología,04/02/2022,3
4,Traumatología,04/02/2022,10
5,Psicología,04/02/2022,8
6,Dermatología,04/02/2022,7
7,Fonoaudiología,04/02/2022,9
8,Gastroenterología,04/02/2022,1
9,Medicina General,04/02/2022,22
10,Neurología,04/02/2022,22
11,Nefrología,04/02/2022,9
12,Neumología,04/02/2022,1
13,Odontología,04/02/2022,29
14,Oftalmología,04/02/2022,20
15,Otorrinolaringología,04/02/2022,20
1,Cardiología,05/02/2022,25
2,Pediatría,05/02/2022,30
3,Ginecología,05/02/2022,27
4,Traumatología,05/02/2022,24
5,Psicología,05/02/2022,16
6,Dermatología,05/02/2022,6
7,Fonoaudiología,05/02/2022,1
8,Gastroenterología,05/02/2022,13
9,Medicina General,05/02/2022,27
10,Neurología,05/02/2022,15
11,Nefrología,05/02/2022,19
12,Neumología,05/02/2022,22
13,Odontología,05/02/2022,11
14,Oftalmología,05/02/2022,14
15,Otorrinolaringología,05/02/2022,29
1,Cardiología,06/02/2022,19
2,Pediatría,06/02/2022,11
3,Ginecología,06/02/2022,3
4,Traumatología,06/02/2022,8
5,Psicología,06/02/2022,19
6,Dermatología,06/02/2022,30
7,Fonoaudiología,06/02/2022,28
8,Gastroenterología,06/02/2022,28
9,Medicina General,06/02/2022,9
10,Neurología,06/02/2022,25
11,Nefrología,06/02/2022,20
12,Neumología,06/02/2022,21
13,Odontología,06/02/2022,11
14,Oftalmología,06/02/2022,30
15,Otorrinolaringología,06/02/2022,22
1,Cardiología,07/02/2022,16
2,Pediatría,07/02/2022,3
3,Ginecología,07/02/2022,18
4,Traumatología,07/02/2022,3
5,Psicología,07/02/2022,21
6,Dermatología,07/02/2022,16
7,Fonoaudiología,07/02/2022,18
8,Gastroenterología,07/02/2022,9
9,Medicina General,07/02/2022,4
10,Neurología,07/02/2022,12
11,Nefrología,07/02/2022,19
12,Neumología,07/02/2022,4
13,Odontología,07/02/2022,6
14,Oftalmología,07/02/2022,7
15,Otorrinolaringología,07/02/2022,14
1,Cardiología,08/02/2022,17
2,Pediatría,08/02/2022,10
3,Ginecología,08/02/2022,12
4,Traumatología,08/02/2022,28
5,Psicología,08/02/2022,16
6,Dermatología,08/02/2022,28
7,Fonoaudiología,08/02/2022,26
8,Gastroenterología,08/02/2022,27
9,Medicina General,08/02/2022,18
10,Neurología,08/02/2022,26
11,Nefrología,08/02/2022,18
12,Neumología,08/02/2022,13
13,Odontología,08/02/2022,9
14,Oftalmología,08/02/2022,29
15,Otorrinolaringología,08/02/2022,8
1,Cardiología,09/02/2022,6
2,Pediatría,09/02/2022,18
3,Ginecología,09/02/2022,22
4,Traumatología,09/02/2022,22
5,Psicología,09/02/2022,16
6,Dermatología,09/02/2022,20
7,Fonoaudiología,09/02/2022,1
8,Gastroenterología,09/02/2022,17
9,Medicina General,09/02/2022,2
10,Neurología,09/02/2022,24
11,Nefrología,09/02/2022,4
12,Neumología,09/02/2022,0
13,Odontología,09/02/2022,30
14,Oftalmología,09/02/2022,25
15,Otorrinolaringología,09/02/2022,22
1,Cardiología,10/02/2022,3
2,Pediatría,10/02/2022,21
3,Ginecología,10/02/2022,27
4,Traumatología,10/02/2022,16
5,Psicología,10/02/2022,1
6,Dermatología,10/02/2022,10
7,Fonoaudiología,10/02/2022,6
8,Gastroenterología,10/02/2022,20
9,Medicina General,10/02/2022,9
10,Neurología,10/02/2022,6
11,Nefrología,10/02/2022,21
12,Neumología,10/02/2022,24
13,Odontología,10/02/2022,10
14,Oftalmología,10/02/2022,22
15,Otorrinolaringología,10/02/2022,7
1,Cardiología,11/02/2022,1
2,Pediatría,11/02/2022,12
3,Ginecología,11/02/2022,9
4,Traumatología,11/02/2022,28
5,Psicología,11/02/2022,21
6,Dermatología,11/02/2022,6
7,Fonoaudiología,11/02/2022,17
8,Gastroenterología,11/02/2022,19
9,Medicina General,11/02/2022,7
10,Neurología,11/02/2022,18
11,Nefrología,11/02/2022,22
12,Neumología,11/02/2022,8
13,Odontología,11/02/2022,10
14,Oftalmología,11/02/2022,26
15,Otorrinolaringología,11/02/2022,26
1,Cardiología,12/02/2022,25
2,Pediatría,12/02/2022,23
3,Ginecología,12/02/2022,22
4,Traumatología,12/02/2022,19
5,Psicología,12/02/2022,18
6,Dermatología,12/02/2022,8
7,Fonoaudiología,12/02/2022,6
8,Gastroenterología,12/02/2022,1
9,Medicina General,12/02/2022,20
10,Neurología,12/02/2022,20
11,Nefrología,12/02/2022,13
12,Neumología,12/02/2022,7
13,Odontología,12/02/2022,20
14,Oftalmología,12/02/2022,24
15,Otorrinolaringología,12/02/2022,24
1,Cardiología,13/02/2022,21
2,Pediatría,13/02/2022,11
3,Ginecología,13/02/2022,20
4,Traumatología,13/02/2022,0
5,Psicología,13/02/2022,1
6,Dermatología,13/02/2022,28
7,Fonoaudiología,13/02/2022,21
8,Gastroenterología,13/02/2022,21
9,Medicina General,13/02/2022,14
10,Neurología,13/02/2022,15
11,Nefrología,13/02/2022,16
12,Neumología,13/02/2022,23
13,Odontología,13/02/2022,10
14,Oftalmología,13/02/2022,14
15,Otorrinolaringología,13/02/2022,24
1,Cardiología,14/02/2022,23
2,Pediatría,14/02/2022,26
3,Ginecología,14/02/2022,26
4,Traumatología,14/02/2022,6
5,Psicología,14/02/2022,21
6,Dermatología,14/02/2022,5
7,Fonoaudiología,14/02/2022,3
8,Gastroenterología,14/02/2022,20
9,Medicina General,14/02/2022,24
10,Neurología,14/02/2022,17
11,Nefrología,14/02/2022,13
12,Neumología,14/02/2022,16
13,Odontología,14/02/2022,23
14,Oftalmología,14/02/2022,21
15,Otorrinolaringología,14/02/2022,3
1,Cardiología,15/02/2022,22
2,Pediatría,15/02/2022,18
3,Ginecología,15/02/2022,9
4,Traumatología,15/02/2022,6
5,Psicología,15/02/2022,29
6,Dermatología,15/02/2022,2
7,Fonoaudiología,15/02/2022,17
8,Gastroenterología,15/02/2022,13
9,Medicina General,15/02/2022,7
10,Neurología,15/02/2022,26
11,Nefrología,15/02/2022,25
12,Neumología,15/02/2022,10
13,Odontología,15/02/2022,19
14,Oftalmología,15/02/2022,4
15,Otorrinolaringología,15/02/2022,7
1,Cardiología,16/02/2022,5
2,Pediatría,16/02/2022,8
3,Ginecología,16/02/2022,8
4,Traumatología,16/02/2022,28
5,Psicología,16/02/2022,25
6,Dermatología,16/02/2022,21
7,Fonoaudiología,16/02/2022,20
8,Gastroenterología,16/02/2022,9
9,Medicina General,16/02/2022,4
10,Neurología,16/02/2022,17
11,Nefrología,16/02/2022,29
12,Neumología,16/02/2022,19
13,Odontología,16/02/2022,7
14,Oftalmología,16/02/2022,3
15,Otorrinolaringología,16/02/2022,13
1,Cardiología,17/02/2022,27
2,Pediatría,17/02/2022,20
3,Ginecología,17/02/2022,22
4,Traumatología,17/02/2022,0
5,Psicología,17/02/2022,14
6,Dermatología,17/02/2022,22
7,Fonoaudiología,17/02/2022,13
8,Gastroenterología,17/02/2022,26
9,Medicina General,17/02/2022,8
10,Neurología,17/02/2022,0
11,Nefrología,17/02/2022,25
12,Neumología,17/02/2022,17
13,Odontología,17/02/2022,11
14,Oftalmología,17/02/2022,4
15,Otorrinolaringología,17/02/2022,12
1,Cardiología,18/02/2022,21
2,Pediatría,18/02/2022,16
3,Ginecología,18/02/2022,21
4,Traumatología,18/02/2022,12
5,Psicología,18/02/2022,17
6,Dermatología,18/02/2022,2
7,Fonoaudiología,18/02/2022,7
8,Gastroenterología,18/02/2022,12
9,Medicina General,18/02/2022,18
10,Neurología,18/02/2022,12
11,Nefrología,18/02/2022,0
12,Neumología,18/02/2022,10
13,Odontología,18/02/2022,24
14,Oftalmología,18/02/2022,13
15,Otorrinolaringología,18/02/2022,5
1,Cardiología,19/02/2022,1
2,Pediatría,19/02/2022,25
3,Ginecología,19/02/2022,17
4,Traumatología,19/02/2022,8
5,Psicología,19/02/2022,13
6,Dermatología,19/02/2022,22
7,Fonoaudiología,19/02/2022,12
8,Gastroenterología,19/02/2022,10
9,Medicina General,19/02/2022,4
10,Neurología,19/02/2022,10
11,Nefrología,19/02/2022,14
12,Neumología,19/02/2022,12
13,Odontología,19/02/2022,4
14,Oftalmología,19/02/2022,3
15,Otorrinolaringología,19/02/2022,0
1,Cardiología,20/02/2022,0
2,Pediatría,20/02/2022,12
3,Ginecología,20/02/2022,1
4,Traumatología,20/02/2022,17
5,Psicología,20/02/2022,12
6,Dermatología,20/02/2022,12
7,Fonoaudiología,20/02/2022,24
8,Gastroenterología,20/02/2022,8
9,Medicina General,20/02/2022,22
10,Neurología,20/02/2022,16
11,Nefrología,20/02/2022,18
12,Neumología,20/02/2022,15
13,Odontología,20/02/2022,20
14,Oftalmología,20/02/2022,2
15,Otorrinolaringología,20/02/2022,15
1,Cardiología,21/02/2022,26
2,Pediatría,21/02/2022,22
3,Ginecología,21/02/2022,8
4,Traumatología,21/02/2022,17
5,Psicología,21/02/2022,21
6,Dermatología,21/02/2022,3
7,Fonoaudiología,21/02/2022,18
8,Gastroenterología,21/02/2022,26
9,Medicina General,21/02/2022,9
10,Neurología,21/02/2022,3
11,Nefrología,21/02/2022,6
12,Neumología,21/02/2022,23
13,Odontología,21/02/2022,16
14,Oftalmología,21/02/2022,20
15,Otorrinolaringología,21/02/2022,30
1,Cardiología,22/02/2022,5
2,Pediatría,22/02/2022,30
3,Ginecología,22/02/2022,11
4,Traumatología,22/02/2022,15
5,Psicología,22/02/2022,16
6,Dermatología,22/02/2022,15
7,Fonoaudiología,22/02/2022,6
8,Gastroenterología,22/02/2022,21
9,Medicina General,22/02/2022,27
10,Neurología,22/02/2022,1
11,Nefrología,22/02/2022,6
12,Neumología,22/02/2022,15
13,Odontología,22/02/2022,29
14,Oftalmología,22/02/2022,16
15,Otorrinolaringología,22/02/2022,5
1,Cardiología,23/02/2022,23
2,Pediatría,23/02/2022,25
3,Ginecología,23/02/2022,28
4,Traumatología,23/02/2022,22
5,Psicología,23/02/2022,30
6,Dermatología,23/02/2022,25
7,Fonoaudiología,23/02/2022,13
8,Gastroenterología,23/02/2022,24
9,Medicina General,23/02/2022,25
10,Neurología,23/02/2022,24
11,Nefrología,23/02/2022,0
12,Neumología,23/02/2022,20
13,Odontología,23/02/2022,18
14,Oftalmología,23/02/2022,0
15,Otorrinolaringología,23/02/2022,0
1,Cardiología,24/02/2022,20
2,Pediatría,24/02/2022,19
3,Ginecología,24/02/2022,24
4,Traumatología,24/02/2022,16
5,Psicología,24/02/2022,28
6,Dermatología,24/02/2022,4
7,Fonoaudiología,24/02/2022,23
8,Gastroenterología,24/02/2022,29
9,Medicina General,24/02/2022,11
