6,Dermatología,10/01/2020,10
7,Fonoaudiología,10/01/2020,16
8,Gastroenterología,10/01/2020,17
9,Medicina General,10/01/2020,10
10,Neurología,10/01/2020,27
11,Nefrología,10/01/2020,2
12,Neumología,10/01/2020,0
13,Odontología,10/01/2020,5
14,Oftalmología,10/01/2020,18
15,Otorrinolaringología,10/01/2020,26
1,Cardiología,11/01/2020,11
2,Pediatría,11/01/2020,13
3,Ginecología,11/01/2020,19
4,Traumatología,11/01/2020,12
5,Psicología,11/01/2020,12
6,Dermatología,11/01/2020,23
7,Fonoaudiología,11/01/2020,4
8,Gastroenterología,11/01/2020,16
9,Medicina General,11/01/2020,1
10,Neurología,11/01/2020,28
11,Nefrología,11/01/2020,0
12,Neumología,11/01/2020,21
13,Odontología,11/01/2020,1
14,Oftalmología,11/01/2020,26
15,Otorrinolaringología,11/01/2020,3
1,Cardiología,12/01/2020,10
2,Pediatría,12/01/2020,3
3,Ginecología,12/01/2020,15
4,Traumatología,12/01/2020,18
5,Psicología,12/01/2020,2
6,Dermatología,12/01/2020,6
7,Fonoaudiología,12/01/2020,13
8,Gastroenterología,12/01/2020,10
9,Medicina General,12/01/2020,11
10,Neurología,12/01/2020,12
11,Nefrología,12/01/2020,14
12,Neumología,12/01/2020,20
13,Odontología,12/01/2020,7
14,Oftalmología,12/01/2020,17
15,Otorrinolaringología,12/01/2020,17
1,Cardiología,13/01/2020,26
2,Pediatría,13/01/2020,20
3,Ginecología,13/01/2020,10
4,Traumatología,13/01/2020,20
5,Psicología,13/01/2020,3
6,Dermatología,13/01/2020,28
7,Fonoaudiología,13/01/2020,16
8,Gastroenterología,13/01/2020,11
9,Medicina General,13/01/2020,24
10,Neurología,13/01/2020,0
11,Nefrología,13/01/2020,18
12,Neumología,13/01/2020,14
13,Odontología,13/01/2020,8
14,Oftalmología,13/01/2020,4
15,Otorrinolaringología,13/01/2020,10
1,Cardiología,14/01/2020,7
2,Pediatría,14/01/2020,2
3,Ginecología,14/01/2020,20
4,Traumatología,14/01/2020,18
5,Psicología,14/01/2020,13
6,Dermatología,14/01/2020,22
7,Fonoaudiología,14/01/2020,2
8,Gastroenterología,14/01/2020,11
9,Medicina General,14/01/2020,4
10,Neurología,14/01/2020,8
11,Nefrología,14/01/2020,12
12,Neumología,14/01/2020,8
13,Odontología,14/01/2020,10
14,Oftalmología,14/01/2020,18
15,Otorrinolaringología,14/01/2020,23
1,Cardiología,15/01/2020,5
2,Pediatría,15/01/2020,5
3,Ginecología,15/01/2020,30
4,Traumatología,15/01/2020,9
5,Psicología,15/01/2020,6
6,Dermatología,15/01/2020,3
7,Fonoaudiología,15/01/2020,20
8,Gastroenterología,15/01/2020,4
9,Medicina General,15/01/2020,27
10,Neurología,15/01/2020,30
11,Nefrología,15/01/2020,0
12,Neumología,15/01/2020,17
13,Odontología,15/01/2020,30
14,Oftalmología,15/01/2020,6
15,Otorrinolaringología,15/01/2020,22
1,Cardiología,16/01/2020,13
2,Pediatría,16/01/2020,23
3,Ginecología,16/01/2020,19
4,Traumatología,16/01/2020,17
5,Psicología,16/01/2020,0
6,Dermatología,16/01/2020,6
7,Fonoaudiología,16/01/2020,18
8,Gastroenterología,16/01/2020,19
9,Medicina General,16/01/2020,10
10,Neurología,16/01/2020,8
11,Nefrología,16/01/2020,22
12,Neumología,16/01/2020,11
13,Odontología,16/01/2020,23
14,Oftalmología,16/01/2020,24
15,Otorrinolaringología,16/01/2020,25
1,Cardiología,17/01/2020,6
2,Pediatría,17/01/2020,21
3,Ginecología,17/01/2020,25
4,Traumatología,17/01/2020,18
5,Psicología,17/01/2020,7
6,Dermatología,17/01/2020,19
7,Fonoaudiología,17/01/2020,17
8,Gastroenterología,17/01/2020,5
9,Medicina General,17/01/2020,19
10,Neurología,17/01/2020,8
11,Nefrología,17/01/2020,3
12,Neumología,17/01/2020,18
13,Odontología,17/01/2020,29
14,Oftalmología,17/01/2020,21
15,Otorrinolaringología,17/01/2020,6
1,Cardiología,18/01/2020,2
2,Pediatría,18/01/2020,30
3,Ginecología,18/01/2020,9
4,Traumatología,18/01/2020,23
5,Psicología,18/01/2020,3
6,Dermatología,18/01/2020,19
7,Fonoaudiología,18/01/2020,2
8,Gastroenterología,18/01/2020,25
9,Medicina General,18/01/2020,10
10,Neurología,18/01/2020,24
11,Nefrología,18/01/2020,23
12,Neumología,18/01/2020,24
13,Odontología,18/01/2020,20
14,Oftalmología,18/01/2020,14
15,Otorrinolaringología,18/01/2020,28
1,Cardiología,19/01/2020,5
2,Pediatría,19/01/2020,0
3,Ginecología,19/01/2020,1
4,Traumatología,19/01/2020,29
5,Psicología,19/01/2020,5
6,Dermatología,19/01/2020,25
7,Fonoaudiología,19/01/2020,28
8,Gastroenterología,19/01/2020,22
9,Medicina General,19/01/2020,15
10,Neurología,19/01/2020,24
11,Nefrología,19/01/2020,9
12,Neumología,19/01/2020,28
13,Odontología,19/01/2020,30
14,Oftalmología,19/01/2020,17
15,Otorrinolaringología,19/01/2020,5
1,Cardiología,20/01/2020,0
2,Pediatría,20/01/2020,24
3,Ginecología,20/01/2020,14
4,Traumatología,20/01/2020,23
5,Psicología,20/01/2020,5
6,Dermatología,20/01/2020,19
7,Fonoaudiología,20/01/2020,18
8,Gastroenterología,20/01/2020,4
9,Medicina General,20/01/2020,29
10,Neurología,20/01/2020,18
11,Nefrología,20/01/2020,6
12,Neumología,20/01/2020,28
13,Odontología,20/01/2020,29
14,Oftalmología,20/01/2020,18
15,Otorrinolaringología,20/01/2020,7
1,Cardiología,21/01/2020,6
2,Pediatría,21/01/2020,5
3,Ginecología,21/01/2020,26
4,Traumatología,21/01/2020,8
5,Psicología,21/01/2020,21
6,Dermatología,21/01/2020,3
7,Fonoaudiología,21/01/2020,16
8,Gastroenterología,21/01/2020,21
9,Medicina General,21/01/2020,5
10,Neurología,21/01/2020,16
11,Nefrología,21/01/2020,1
12,Neumología,21/01/2020,27
13,Odontología,21/01/2020,29
14,Oftalmología,21/01/2020,2
15,Otorrinolaringología,21/01/2020,30
1,Cardiología,22/01/2020,18
2,Pediatría,22/01/2020,25
3,Ginecología,22/01/2020,13
4,Traumatología,22/01/2020,18
5,Psicología,22/01/2020,15
6,Dermatología,22/01/2020,13
7,Fonoaudiología,22/01/2020,4
8,Gastroenterología,22/01/2020,17
9,Medicina General,22/01/2020,8
10,Neurología,22/01/2020,22
11,Nefrología,22/01/2020,13
12,Neumología,22/01/2020,27
13,Odontología,22/01/2020,0
14,Oftalmología,22/01/2020,20
15,Otorrinolaringología,22/01/2020,15
1,Cardiología,23/01/2020,12
2,Pediatría,23/01/2020,17
3,Ginecología,23/01/2020,26
4,Traumatología,23/01/2020,26
5,Psicología,23/01/2020,11
6,Dermatología,23/01/2020,1
7,Fonoaudiología,23/01/2020,6
8,Gastroenterología,23/01/2020,16
9,Medicina General,23/01/2020,16
10,Neurología,23/01/2020,19
11,Nefrología,23/01/2020,13
12,Neumología,23/01/2020,8
13,Odontología,23/01/2020,12
14,Oftalmología,23/01/2020,19
15,Otorrinolaringología,23/01/2020,5
1,Cardiología,24/01/2020,18
2,Pediatría,24/01/2020,12
3,Ginecología,24/01/2020,3
4,Traumatología,24/01/2020,19
5,Psicología,24/01/2020,30
6,Dermatología,24/01/2020,14
7,Fonoaudiología,24/01/2020,29
8,Gastroenterología,24/01/2020,20
9,Medicina General,24/01/2020,5
10,Neurología,24/01/2020,27
11,Nefrología,24/01/2020,21
12,Neumología,24/01/2020,25
13,Odontología,24/01/2020,4
14,Oftalmología,24/01/2020,26
15,Otorrinolaringología,24/01/2020,19
1,Cardiología,25/01/2020,15
2,Pediatría,25/01/2020,17
3,Ginecología,25/01/2020,3
4,Traumatología,25/01/2020,9
5,Psicología,25/01/2020,22
6,Dermatología,25/01/2020,15
7,Fonoaudiología,25/01/2020,5
8,Gastroenterología,25/01/2020,24
9,Medicina General,25/01/2020,9
10,Neurología,25/01/2020,14
11,Nefrología,25/01/2020,0
12,Neumología,25/01/2020,5
13,Odontología,25/01/2020,19
14,Oftalmología,25/01/2020,22
15,Otorrinolaringología,25/01/2020,24
1,Cardiología,26/01/2020,10
2,Pediatría,26/01/2020,18
3,Ginecología,26/01/2020,25
4,Traumatología,26/01/2020,17
5,Psicología,26/01/2020,2
6,Dermatología,26/01/2020,17
7,Fonoaudiología,26/01/2020,17
8,Gastroenterología,26/01/2020,17
9,Medicina General,26/01/2020,6
10,Neurología,26/01/2020,7
11,Nefrología,26/01/2020,7
12,Neumología,26/01/2020,18
13,Odontología,26/01/2020,12
14,Oftalmología,26/01/2020,4
15,Otorrinolaringología,26/01/2020,5
1,Cardiología,27/01/2020,4
2,Pediatría,27/01/2020,15
3,Ginecología,27/01/2020,7
4,Traumatología,27/01/2020,18
5,Psicología,27/01/2020,19
6,Dermatología,27/01/2020,29
7,Fonoaudiología,27/01/2020,18
8,Gastroenterología,27/01/2020,5
9,Medicina General,27/01/2020,3
10,Neurología,27/01/2020,14
11,Nefrología,27/01/2020,10
12,Neumología,27/01/2020,9
13,Odontología,27/01/2020,18
14,Oftalmología,27/01/2020,8
15,Otorrinolaringología,27/01/2020,18
1,Cardiología,28/01/2020,30
2,Pediatría,28/01/2020,30
3,Ginecología,28/01/2020,1
4,Traumatología,28/01/2020,26
5,Psicología,28/01/2020,2
6,Dermatología,28/01/2020,25
7,Fonoaudiología,28/01/2020,7
8,Gastroenterología,28/01/2020,25
9,Medicina General,28/01/2020,16
10,Neurología,28/01/2020,26
11,Nefrología,28/01/2020,29
12,Neumología,28/01/2020,20
13,Odontología,28/01/2020,3
14,Oftalmología,28/01/2020,18
15,Otorrinolaringología,28/01/2020,20
1,Cardiología,29/01/2020,23
2,Pediatría,29/01/2020,11
3,Ginecología,29/01/2020,23
4,Traumatología,29/01/2020,30
5,Psicología,29/01/2020,4
6,Dermatología,29/01/2020,19
7,Fonoaudiología,29/01/2020,24
8,Gastroenterología,29/01/2020,11
9,Medicina General,29/01/2020,23
10,Neurología,29/01/2020,15
11,Nefrología,29/01/2020,19
12,Neumología,29/01/2020,23
13,Odontología,29/01/2020,18
14,Oftalmología,29/01/2020,30
15,Otorrinolaringología,29/01/2020,19
1,Cardiología,30/01/2020,7
2,Pediatría,30/01/2020,10
3,Ginecología,30/01/2020,18
4,Traumatología,30/01/2020,27
5,Psicología,30/01/2020,7
6,Dermatología,30/01/2020,16
7,Fonoaudiología,30/01/2020,16
8,Gastroenterología,30/01/2020,26
9,Medicina General,30/01/2020,18
10,Neurología,30/01/2020,20
11,Nefrología,30/01/2020,8
12,Neumología,30/01/2020,24
13,Odontología,30/01/2020,29
14,Oftalmología,30/01/2020,28
15,Otorrinolaringología,30/01/2020,8
1,Cardiología,01/02/2020,28
2,Pediatría,01/02/2020,9
3,Ginecología,01/02/2020,21
4,Traumatología,01/02/2020,16
5,Psicología,01/02/2020,25
6,Dermatología,01/02/2020,20
7,Fonoaudiología,01/02/2020,4
8,Gastroenterología,01/02/2020,10
9,Medicina General,01/02/2020,15
10,Neurología,01/02/2020,24
11,Nefrología,01/02/2020,23
12,Neumología,01/02/2020,0
13,Odontología,01/02/2020,12
14,Oftalmología,01/02/2020,8
15,Otorrinolaringología,01/02/2020,2
1,Cardiología,02/02/2020,14
2,Pediatría,02/02/2020,23
3,Ginecología,02/02/2020,2
4,Traumatología,02/02/2020,30
5,Psicología,02/02/2020,0
6,Dermatología,02/02/2020,14
7,Fonoaudiología,02/02/2020,11
8,Gastroenterología,02/02/2020,30
9,Medicina General,02/02/2020,15
10,Neurología,02/02/2020,11
11,Nefrología,02/02/2020,24
12,Neumología,02/02/2020,30
13,Odontología,02/02/2020,5
14,Oftalmología,02/02/2020,8
15,Otorrinolaringología,02/02/2020,9
1,Cardiología,03/02/2020,21
2,Pediatría,03/02/2020,5
3,Ginecología,03/02/2020,7
4,Traumatología,03/02/2020,26
5,Psicología,03/02/2020,27
6,Dermatología,03/02/2020,22
7,Fonoaudiología,03/02/2020,14
8,Gastroenterología,03/02/2020,20
9,Medicina General,03/02/2020,21
10,Neurología,03/02/2020,25
11,Nefrología,03/02/2020,22
12,Neumología,03/02/2020,25
13,Odontología,03/02/2020,19
14,Oftalmología,03/02/2020,0
15,Otorrinolaringología,03/02/2020,4
1,Cardiología,04/02/2020,14
2,Pediatría,04/02/2020,6
3,Ginecología,04/02/2020,0
4,Traumatología,04/02/2020,4
5,Psicología,04/02/2020,20
6,Dermatología,04/02/2020,10
7,Fonoaudiología,04/02/2020,2
8,Gastroenterología,04/02/2020,25
9,Medicina General,04/02/2020,17
10,Neurología,04/02/2020,4
11,Nefrología,04/02/2020,13
12,Neumología,04/02/2020,10
13,Odontología,04/02/2020,21
14,Oftalmología,04/02/2020,28
15,Otorrinolaringología,04/02/2020,29
1,Cardiología,05/02/2020,15
2,Pediatría,05/02/2020,15
3,Ginecología,05/02/2020,13
4,Traumatología,05/02/2020,1
5,Psicología,05/02/2020,30
6,Dermatología,05/02/2020,28
7,Fonoaudiología,05/02/2020,17
8,Gastroenterología,05/02/2020,25
9,Medicina General,05/02/2020,30
10,Neurología,05/02/2020,10
11,Nefrología,05/02/2020,28
12,Neumología,05/02/2020,6
13,Odontología,05/02/2020,25
14,Oftalmología,05/02/2020,0
15,Otorrinolaringología,05/02/2020,1
1,Cardiología,06/02/2020,23
2,Pediatría,06/02/2020,9
3,Ginecología,06/02/2020,6
4,Traumatología,06/02/2020,29
5,Psicología,06/02/2020,18
6,Dermatología,06/02/2020,15
7,Fonoaudiología,06/02/2020,7
8,Gastroenterología,06/02/2020,14
9,Medicina General,06/02/2020,5
10,Neurología,06/02/2020,18
11,Nefrología,06/02/2020,13
12,Neumología,06/02/2020,13
13,Odontología,06/02/2020,1
14,Oftalmología,06/02/2020,25
15,Otorrinolaringología,06/02/2020,18
1,Cardiología,07/02/2020,24
2,Pediatría,07/02/2020,0
3,Ginecología,07/02/2020,26
4,Traumatología,07/02/2020,19
5,Psicología,07/02/2020,21
6,Dermatología,07/02/2020,9
7,Fonoaudiología,07/02/2020,2
8,Gastroenterología,07/02/2020,24
9,Medicina General,07/02/2020,13
10,Neurología,07/02/2020,10
11,Nefrología,07/02/2020,30
12,Neumología,07/02/2020,20
13,Odontología,07/02/2020,9
14,Oftalmología,07/02/2020,12
15,Otorrinolaringología,07/02/2020,29
1,Cardiología,08/02/2020,3
2,Pediatría,08/02/2020,23
3,Ginecología,08/02/2020,20
4,Traumatología,08/02/2020,15
5,Psicología,08/02/2020,22
6,Dermatología,08/02/2020,5
7,Fonoaudiología,08/02/2020,10
8,Gastroenterología,08/02/2020,25
9,Medicina General,08/02/2020,30
10,Neurología,08/02/2020,28
11,Nefrología,08/02/2020,9
12,Neumología,08/02/2020,5
13,Odontología,08/02/2020,9
14,Oftalmología,08/02/2020,13
15,Otorrinolaringología,08/02/2020,9
1,Cardiología,09/02/2020,10
2,Pediatría,09/02/2020,28
3,Ginecología,09/02/2020,9
4,Traumatología,09/02/2020,9
5,Psicología,09/02/2020,5
6,Dermatología,09/02/2020,25
7,Fonoaudiología,09/02/2020,9
8,Gastroenterología,09/02/2020,13
9,Medicina General,09/02/2020,25
10,Neurología,09/02/2020,14
11,Nefrología,09/02/2020,0
12,Neumología,09/02/2020,6
13,Odontología,09/02/2020,19
14,Oftalmología,09/02/2020,5
15,Otorrinolaringología,09/02/2020,21
1,Cardiología,10/02/2020,29
2,Pediatría,10/02/2020,12
3,Ginecología,10/02/2020,25
4,Traumatología,10/02/2020,28
5,Psicología,10/02/2020,5
6,Dermatología,10/02/2020,3
7,Fonoaudiología,10/02/2020,22
8,Gastroenterología,10/02/2020,26
9,Medicina General,10/02/2020,9
10,Neurología,10/02/2020,17
11,Nefrología,10/02/2020,29
12,Neumología,10/02/2020,15
13,Odontología,10/02/2020,27
14,Oftalmología,10/02/2020,8
15,Otorrinolaringología,10/02/2020,0
1,Cardiología,11/02/2020,5
2,Pediatría,11/02/2020,8
3,Ginecología,11/02/2020,0
4,Traumatología,11/02/2020,20
5,Psicología,11/02/2020,27
6,Dermatología,11/02/2020,23
7,Fonoaudiología,11/02/2020,8
8,Gastroenterología,11/02/2020,5
9,Medicina General,11/02/2020,1
10,Neurología,11/02/2020,0
11,Nefrología,11/02/2020,10
12,Neumología,11/02/2020,2
13,Odontología,11/02/2020,10
14,Oftalmología,11/02/2020,15
15,Otorrinolaringología,11/02/2020,29
1,Cardiología,12/02/2020,14
2,Pediatría,12/02/2020,6
3,Ginecología,12/02/2020,0
4,Traumatología,12/02/2020,20
5,Psicología,12/02/2020,7
6,Dermatología,12/02/2020,13
7,Fonoaudiología,12/02/2020,4
8,Gastroenterología,12/02/2020,16
9,Medicina General,12/02/2020,1
10,Neurología,12/02/2020,25
11,Nefrología,12/02/2020,16
12,Neumología,12/02/2020,6
13,Odontología,12/02/2020,18
14,Oftalmología,12/02/2020,11
15,Otorrinolaringología,12/02/2020,11
1,Cardiología,13/02/2020,5
2,Pediatría,13/02/2020,2
3,Ginecología,13/02/2020,22
4,Traumatología,13/02/2020,21
5,Psicología,13/02/2020,5
6,Dermatología,13/02/2020,20
7,Fonoaudiología,13/02/2020,17
8,Gastroenterología,13/02/2020,2
9,Medicina General,13/02/2020,22
10,Neurología,13/02/2020,30
11,Nefrología,13/02/2020,9
12,Neumología,13/02/2020,8
13,Odontología,13/02/2020,19
14,Oftalmología,13/02/2020,8
15,Otorrinolaringología,13/02/2020,6
1,Cardiología,14/02/2020,10
2,Pediatría,14/02/2020,26
3,Ginecología,14/02/2020,15
4,Traumatología,14/02/2020,29
5,Psicología,14/02/2020,0
6,Dermatología,14/02/2020,14
7,Fonoaudiología,14/02/2020,12
8,Gastroenterología,14/02/2020,9
9,Medicina General,14/02/2020,29
10,Neurología,14/02/2020,18
11,Nefrología,14/02/2020,5
12,Neumología,14/02/2020,20
13,Odontología,14/02/2020,18
14,Oftalmología,14/02/2020,20
15,Otorrinolaringología,14/02/2020,26
1,Cardiología,15/02/2020,11
2,Pediatría,15/02/2020,8
3,Ginecología,15/02/2020,21
4,Traumatología,15/02/2020,2
5,Psicología,15/02/2020,3
6,Dermatología,15/02/2020,25
7,Fonoaudiología,15/02/2020,25
8,Gastroenterología,15/02/2020,5
9,Medicina General,15/02/2020,26
10,Neurología,15/02/2020,21
11,Nefrología,15/02/2020,7
12,Neumología,15/02/2020,13
13,Odontología,15/02/2020,22
14,Oftalmología,15/02/2020,15
15,Otorrinolaringología,15/02/2020,4
1,Cardiología,16/02/2020,26
2,Pediatría,16/02/2020,30
3,Ginecología,16/02/2020,20
4,Traumatología,16/02/2020,13
5,Psicología,16/02/2020,6
6,Dermatología,16/02/2020,6
7,Fonoaudiología,16/02/2020,14
8,Gastroenterología,16/02/2020,19
9,Medicina General,16/02/2020,29
10,Neurología,16/02/2020,18
11,Nefrología,16/02/2020,30
12,Neumología,16/02/2020,29
13,Odontología,16/02/2020,11
14,Oftalmología,16/02/2020,28
15,Otorrinolaringología,16/02/2020,14
1,Cardiología,17/02/2020,11
2,Pediatría,17/02/2020,30
3,Ginecología,17/02/2020,10
4,Traumatología,17/02/2020,8
5,Psicología,17/02/2020,4
6,Dermatología,17/02/2020,20
7,Fonoaudiología,17/02/2020,30
8,Gastroenterología,17/02/2020,6
9,Medicina General,17/02/2020,10
10,Neurología,17/02/2020,22
11,Nefrología,17/02/2020,12
12,Neumología,17/02/2020,14
13,Odontología,17/02/2020,20
14,Oftalmología,17/02/2020,24
15,Otorrinolaringología,17/02/2020,11
1,Cardiología,18/02/2020,8
2,Pediatría,18/02/2020,22
3,Ginecología,18/02/2020,24
4,Traumatología,18/02/2020,1
5,Psicología,18/02/2020,7
6,Dermatología,18/02/2020,0
7,Fonoaudiología,18/02/2020,4
8,Gastroenterología,18/02/2020,15
9,Medicina General,18/02/2020,18
10,Neurología,18/02/2020,29
11,Nefrología,18/02/2020,8
12,Neumología,18/02/2020,26
13,Odontología,18/02/2020,27
14,Oftalmología,18/02/2020,11
15,Otorrinolaringología,18/02/2020,28
1,Cardiología,19/02/2020,27
2,Pediatría,19/02/2020,18
3,Ginecología,19/02/2020,6
4,Traumatología,19/02/2020,20
5,Psicología,19/02/2020,20
6,Dermatología,19/02/2020,11
7,Fonoaudiología,19/02/2020,1
8,Gastroenterología,19/02/2020,10
9,Medicina General,19/02/2020,17
10,Neurología,19/02/2020,3
11,Nefrología,19/02/2020,17
12,Neumología,19/02/2020,16
13,Odontología,19/02/2020,7
14,Oftalmología,19/02/2020,14
15,Otorrinolaringología,19/02/2020,14
1,Cardiología,20/02/2020,3
2,Pediatría,20/02/2020,0
3,Ginecología,20/02/2020,13
4,Traumatología,20/02/2020,22
5,Psicología,20/02/2020,2
6,Dermatología,20/02/2020,22
7,Fonoaudiología,20/02/2020,25
8,Gastroenterología,20/02/2020,26
9,Medicina General,20/02/2020,22
10,Neurología,20/02/2020,20
11,Nefrología,20/02/2020,15
12,Neumología,20/02/2020,1
13,Odontología,20/02/2020,5
14,Oftalmología,20/02/2020,27
15,Otorrinolaringología,20/02/2020,13
1,Cardiología,21/02/2020,9
2,Pediatría,21/02/2020,6
3,Ginecología,21/02/2020,6
4,Traumatología,21/02/2020,2
5,Psicología,21/02/2020,5
6,Dermatología,21/02/2020,24
7,Fonoaudiología,21/02/2020,21
8,Gastroenterología,21/02/2020,12
9,Medicina General,21/02/2020,9
10,Neurología,21/02/2020,21
11,Nefrología,21/02/2020,24
12,Neumología,21/02/2020,13
13,Odontología,21/02/2020,11
14,Oftalmología,21/02/2020,12
15,Otorrinolaringología,21/02/2020,28
1,Cardiología,22/02/2020,0
2,Pediatría,22/02/2020,28
3,Ginecología,22/02/2020,1
4,Traumatología,22/02/2020,30
5,Psicología,22/02/2020,3
6,Dermatología,22/02/2020,9
7,Fonoaudiología,22/02/2020,7
8,Gastroenterología,22/02/2020,19
9,Medicina General,22/02/2020,26
10,Neurología,22/02/2020,28
11,Nefrología,22/02/2020,6
12,Neumología,22/02/2020,27
13,Odontología,22/02/2020,7
14,Oftalmología,22/02/2020,22
15,Otorrinolaringología,22/02/2020,7
1,Cardiología,23/02/2020,16
2,Pediatría,23/02/2020,6
3,Ginecología,23/02/2020,13
4,Traumatología,23/02/2020,12
5,Psicología,23/02/2020,4
6,Dermatología,23/02/2020,23
7,Fonoaudiología,23/02/2020,6
8,Gastroenterología,23/02/2020,8
9,Medicina General,23/02/2020,6
10,Neurología,23/02/2020,23
11,Nefrología,23/02/2020,22
12,Neumología,23/02/2020,20
13,Odontología,23/02/2020,23
14,Oftalmología,23/02/2020,29
15,Otorrinolaringología,23/02/2020,7
1,Cardiología,24/02/2020,9
2,Pediatría,24/02/2020,7
3,Ginecología,24/02/2020,21
4,Traumatología,24/02/2020,7
5,Psicología,24/02/2020,16
6,Dermatología,24/02/2020,23
7,Fonoaudiología,24/02/2020,24
8,Gastroenterología,24/02/2020,25
9,Medicina General,24/02/2020,12
